Disambiguation;Pcorrect;rBias;absBias;RT;Frequency;PhaseDur;Unclear;LowConf;HighConf;block_id;session_id;subject_id
0;NaN;83,75;33,75;0,783034942606271;5;16,4833997299106;0;0;100;3;2;43
0;NaN;87,5;37,5;0,870691762322671;5;17,7321421336917;0;38,75;61,25;4;2;43
0;NaN;67,5;17,5;0,884403443619091;10;12,5498611580001;0;30;70;5;2;43
0,5;58,75;58,75;8,75;0,641069646634507;7,5;17,733103821732;0;80;20;1;3;43
0;41,25;66,25;16,25;1,07941176470588;7,5;15,7350076164664;0;58,75;41,25;2;3;43
0,25;66,25;47,5;2,5;0,699669345336646;11,25;12,9876253342262;0;87,5;12,5;3;3;43
1;87,5;43,75;6,25;0,793639785279711;18,75;7,30553925050225;0;31,25;68,75;4;3;43
0,1;27,5;47,5;2,5;0,762998501912687;6,25;16,9838177447574;0;60;40;5;3;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;43
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;43
1;100;51,25;1,25;0,638461538461539;16,25;8,7602471926427;0;0;100;1;1;44
1;100;28,75;21,25;0,547232933828332;10;13,6734779372005;0;0;100;2;1;44
1;100;51,25;1,25;0,603058038487329;10;13,2988621033046;0;0;100;3;1;44
1;100;56,25;6,25;0,605996201890434;10;11,0511670999292;0;0;100;4;1;44
1;100;63,75;13,75;0,598732409032758;11,25;13,1531781679007;0;0;100;5;1;44
0;NaN;0;50;NaN;0;120;0;0;100;1;2;44
0;NaN;47,5;2,5;0,724797212693375;5;6,61107427413299;26,25;3,75;70;2;2;44
0;NaN;55;5;0,784396359631221;2,5;7,95363089595692;36,25;0;63,75;3;2;44
0;NaN;20;30;0,890532739589313;2,5;9,61544024982231;11,25;3,75;85;4;2;44
0;NaN;47,5;2,5;0,711250889578272;1,25;7,39265016609716;35;0;65;5;2;44
0,5;98,75;46,25;3,75;0,571026127392033;22,5;6,57708481207119;0;0;100;1;3;44
0;45;48,75;1,25;0,857624147554253;8,75;6,15205001742035;15;0;85;2;3;44
0,25;96,25;43,75;6,25;0,722842679271562;13,75;10,6262682119079;0;0;100;3;3;44
0,1;68,75;47,5;2,5;0,826521097908044;2,5;7,02457634200641;18,75;0;81,25;4;3;44
1;100;48,75;1,25;0,501204505836379;8,75;12,8449395968117;0;0;100;5;3;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;44
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;44
1;100;41,25;8,75;0,547557755815515;13,75;10,2166264194846;0;0;100;1;1;45
1;100;57,5;7,5;0,535716262884871;15;9,49011076298793;0;0;100;2;1;45
1;100;70;20;0,479500333287811;12,5;8,69094354084158;0;0;100;3;1;45
1;100;35;15;0,48856651606006;8,75;13,0578215761413;0;0;100;4;1;45
1;100;50;0;0,49894531115287;13,75;10,2166264194846;0;0;100;5;1;45
0;NaN;100;50;NaN;0;120;0;0;100;1;2;45
0;NaN;100;50;NaN;0;120;0;0;100;2;2;45
0;NaN;50;0;1,03426394058071;1,25;59,9402965563822;0;0;100;3;2;45
0;NaN;0;50;NaN;0;120;0;0;100;4;2;45
0;NaN;0;50;NaN;0;120;0;0;100;5;2;45
0,25;46,25;0;50;NaN;0;120;0;0;100;1;3;45
1;56,25;17,5;32,5;0,517126266036212;6,25;22,1776650911439;0;0;100;2;3;45
0,1;75;100;50;NaN;0;120;0;0;100;3;3;45
0;38,75;100;50;NaN;0;120;0;0;100;4;3;45
0,5;48,75;43,75;6,25;0,536462862930072;5;14,2356634030991;0;0;100;5;3;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;45
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;45
1;100;53,75;3,75;0,946644812666623;12,5;11,5377845417189;0;0;100;1;1;46
1;100;46,25;3,75;0,965317853319265;22,5;6,49312549966865;0;0;100;2;1;46
1;100;78,75;28,75;0,796705519454064;15;9,11534925915021;0;0;100;3;1;46
1;100;56,25;6,25;0,79376745361711;15;8,61587806686801;0;0;100;4;1;46
1;100;60;10;0,714537611547246;12,5;10,9384191109803;0;0;100;5;1;46
0;NaN;80;30;0,95522710831619;6,25;23,676545034672;0;0;100;1;2;46
0;NaN;32,5;17,5;0,778772572584965;3,75;10,0809225118856;20;0;80;2;2;46
0;NaN;28,75;21,25;0,730589318192797;6,25;6,43480188954227;20;0;80;3;2;46
0;NaN;28,75;21,25;0,708795370005264;3,75;8,53001135621093;16,25;0;83,75;4;2;46
0;NaN;57,5;7,5;0,806034514544499;7,5;5,90591406300455;7,5;0;92,5;5;2;46
0,5;83,75;56,25;6,25;0,702794532313655;16,25;8,45518607219418;0;0;100;1;3;46
0;37,5;32,5;17,5;0,843959134726891;3,75;5,42273537119627;22,5;0;77,5;2;3;46
0,25;55;45;5;0,876162043414332;6,25;7,39828781316991;8,75;0;91,25;3;3;46
1;100;36,25;13,75;0,692334480418347;21,25;6,87495397679527;0;0;100;4;3;46
0,1;65;48,75;1,25;0,75400080486609;5;6,57625583392881;17,5;0;82,5;5;3;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;46
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;46
1;80;71,25;21,25;1,01657754010695;13,75;10,3503439660077;0;0;100;1;1;47
1;57,5;42,5;7,5;0,888774560371694;10;8,45342942336533;20;2,5;77,5;2;1;47
1;70;56,25;6,25;0,785270944262621;3,75;8,02540768041013;20;1,25;78,75;3;1;47
1;92,5;61,25;11,25;0,944165609460015;8,75;12,6266414171786;0;0;100;4;1;47
1;90;61,25;11,25;0,938206875391423;8,75;11,2355707525742;3,75;12,5;83,75;5;1;47
0;NaN;43,75;6,25;0,844882134677335;2,5;5,91904920350706;32,5;12,5;55;1;2;47
0;NaN;18,75;31,25;0,763369925854305;3,75;8,87569208705051;47,5;1,25;51,25;2;2;47
0;NaN;76,25;26,25;0,755435316328547;3,75;8,02764358522657;10;12,5;77,5;3;2;47
0;NaN;48,75;1,25;0,889085422473622;6,25;7,21149982072854;12,5;0;87,5;4;2;47
0;NaN;20;30;0,776072521481142;2,5;7,19276865236301;57,5;0;42,5;5;2;47
0,5;72,5;60;10;0,759717451755334;13,75;8,52953306143122;0;5;95;1;3;47
0;47,5;53,75;3,75;0,583702339514708;13,75;5,84388278668328;0;21,25;78,75;2;3;47
0,25;60;48,75;1,25;0,79576006217615;8,75;6,74294167694225;8,75;28,75;62,5;3;3;47
0,1;51,25;32,5;17,5;0,771072818601995;5;6,25815502043006;8,75;17,5;73,75;4;3;47
1;85;61,25;11,25;1,08455882352941;7,5;11,2382361282371;0;8,75;91,25;5;3;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;47
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;47
1;81,25;41,25;8,75;0,798599157614064;7,5;10,4886250566904;6,25;8,75;85;1;1;48
1;77,5;60;10;0,803634108564152;12,5;8,45511611712798;11,25;11,25;77,5;2;1;48
1;75;57,5;7,5;1,06302521008403;10;6,52863396385831;7,5;8,75;83,75;3;1;48
1;76,25;46,25;3,75;0,877647058823529;6,25;9,2899250502115;12,5;5;82,5;4;1;48
1;87,5;47,5;2,5;1,08487394957983;6,25;14,3415893632297;3,75;7,5;88,75;5;1;48
0;NaN;52,5;2,5;0,587653680777294;1,25;62,9377092112481;0;0;100;1;2;48
0;NaN;3,75;46,25;0,84;3,75;23,6765667985172;0;1,25;98,75;2;2;48
0;NaN;78,75;28,75;0,707143262535343;2,5;31,9683602342848;20;1,25;78,75;3;2;48
0;NaN;41,25;8,75;0,661110390874455;0;38,2121805925435;58,75;0;41,25;4;2;48
0;NaN;7,5;42,5;1,02843137254902;0;17,4826970031245;13,75;8,75;77,5;5;2;48
0,25;56,25;95;45;0,282043689634593;1,25;113,875139689967;0;0;100;1;3;48
1;37,5;1,25;48,75;1,11470588235294;2,5;47,9474272378808;0;0;100;2;3;48
0,1;57,5;70;20;0,317647058823529;1,25;83,9079976662913;0;0;100;3;3;48
0;65;26,25;23,75;0,581480410040458;1,25;14,1273669540184;2,5;8,75;88,75;4;3;48
0,5;61,25;35;15;1,06524064171123;2,5;10,4884997082864;20;13,75;66,25;5;3;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;48
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;48
1;52,5;78,75;28,75;1,11647058823529;1,25;13,7874087346382;10;0;90;1;1;49
1;53,75;65;15;0,550826533423326;8,75;12,6551094665761;0;0;100;2;1;49
1;47,5;31,25;18,75;0,82733761856235;8,75;10,6266589061441;2,5;0;97,5;3;1;49
1;62,5;66,25;16,25;0,887005074177642;10;8,02838241535609;7,5;0;92,5;4;1;49
1;72,5;68,75;18,75;0,719212911546212;10;9,86598994598203;5;0;95;5;1;49
0;NaN;71,25;21,25;0,838233862774849;6,25;8,7599492401202;3,75;26,25;70;1;2;49
0;NaN;58,75;8,75;0,855512532073135;12,5;7,02380798447138;5;45;50;2;2;49
0;NaN;67,5;17,5;0,67175263308598;5;11,6876164861604;11,25;51,25;37,5;3;2;49
0;NaN;56,25;6,25;0,933951376997781;6,25;12,8197502768426;7,5;81,25;11,25;4;2;49
0;NaN;55;5;0,851605416487887;11,25;10,2164479774129;2,5;55;42,5;5;2;49
0,5;52,5;66,25;16,25;0,787517595279245;16,25;4,43008467369243;6,25;67,5;26,25;1;3;49
0;57,5;51,25;1,25;0,918309760177842;10;6,69877855502973;10;68,75;21,25;2;3;49
0,25;28,75;46,25;3,75;0,868639737806999;8,75;8,41415403521447;10;28,75;61,25;3;3;49
1;58,75;55;5;0,824689662660255;8,75;10,9384002457788;2,5;85;12,5;4;3;49
0,1;48,75;76,25;26,25;0,733862290044193;3,75;11,9872879405795;5;38,75;56,25;5;3;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;49
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;49
1;97,5;53,75;3,75;1,0131221719457;13,75;8,75973181532041;0;0;100;1;1;50
1;100;28,75;21,25;1,13186085820636;10;13,6726735077945;0;0;100;2;1;50
1;100;51,25;1,25;0,933546496288307;10;13,2980797130604;0;0;100;3;1;50
1;98,75;55;5;0,944117647058823;7,5;11,0505169446558;0;0;100;4;1;50
1;98,75;62,5;12,5;0,874052187712891;10;14,7964548919968;0;0;100;5;1;50
0;NaN;100;50;NaN;0;120;0;0;100;1;2;50
0;NaN;90;40;0,746264005401717;2,5;49,4473354760272;0;0;100;2;2;50
0;NaN;63,75;13,75;0,810581866306493;6,25;19,479253369344;0;0;100;3;2;50
0;NaN;80;30;0,778316542876382;7,5;19,2295193517883;0;0;100;4;2;50
0;NaN;21,25;28,75;0,949968615800087;6,25;19,7289873868997;0;0;100;5;2;50
0,5;100;47,5;2,5;0,821570250733554;22,5;6,57622031061596;0;0;100;1;3;50
0;62,5;73,75;23,75;0,784445639434607;7,5;14,7340632275826;0;0;100;2;3;50
0,25;82,5;52,5;2,5;0,915676245781969;15;8,99027586767752;0;0;100;3;3;50
0,1;57,5;71,25;21,25;0,816763624579853;6,25;22,4756896691938;0;0;100;4;3;50
1;100;48,75;1,25;0,801653917239219;8,75;12,8432512395393;0;0;100;5;3;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;50
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;50
1;98,75;52,5;2,5;0,599457309233749;12,5;11,5395532027497;0;0;100;1;1;51
1;100;46,25;3,75;0,559950591141546;22,5;6,49412085003228;0;0;100;2;1;51
1;100;78,75;28,75;0,536279210466466;15;9,11674657792993;0;0;100;3;1;51
1;100;56,25;6,25;0,540197232095445;15;8,61719882023514;0;0;100;4;1;51
1;100;60;10;0,571247553505102;12,5;10,9400958935159;0;0;100;5;1;51
0;NaN;41,25;8,75;0,888924850908893;5;28,1003103696406;0;0;100;1;2;51
0;NaN;38,75;11,25;0,657471474339524;2,5;10,2182946798693;15;13,75;71,25;2;2;51
0;NaN;26,25;23,75;0,779823865539005;3,75;8,71961146015515;13,75;10;76,25;3;2;51
0;NaN;27,5;22,5;0,760496490602357;1,25;9,11698958659451;31,25;2,5;66,25;4;2;51
0;NaN;37,5;12,5;0,986278505075635;5;9,8663311964516;20;22,5;57,5;5;2;51
0,5;97,5;45;5;0,614140293968446;13,75;9,86591405262707;0;10;90;1;3;51
0;36,25;38,75;11,25;1,05151880179044;3,75;7,3994355394703;16,25;8,75;75;2;3;51
0,25;81,25;37,5;12,5;0,887418032432875;12,5;8,99171913657151;7,5;6,25;86,25;3;3;51
1;100;36,25;13,75;0,491243094696967;21,25;6,87602051620174;0;0;100;4;3;51
0,1;70;53,75;3,75;0,849045400465882;8,75;7,30577179846435;10;16,25;73,75;5;3;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;51
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;51
1;97,5;55;5;0,673861936092192;11,25;12,1549805623606;0;0;100;1;1;52
1;100;40;10;0,582327835893623;13,75;10,762380049612;0;0;100;2;1;52
1;100;46,25;3,75;0,593127231539619;17,5;8,45615575326654;0;0;100;3;1;52
1;98,75;60;10;0,572243947909685;20;6,74351661336445;0;0;100;4;1;52
1;100;50;0;0,58179359017262;5;19,1066304045326;0;0;100;5;1;52
0;NaN;65;15;0,611212497704182;2,5;26,2263054904319;0;0;100;1;2;52
0;NaN;61,25;11,25;0,712629923329772;3,75;30,4724692365018;0;0;100;2;2;52
0;NaN;21,25;28,75;0,925031726825133;12,5;9,49142484415629;1,25;0;98,75;3;2;52
0;NaN;46,25;3,75;1,00539418406698;6,25;7,38618399526448;33,75;28,75;37,5;4;2;52
0;NaN;57,5;7,5;0,985897062477645;1,25;20,9810443923455;25;0;75;5;2;52
0;42,5;46,25;3,75;0,821001993957093;0;12,3620455632177;6,25;0;93,75;1;3;52
0,25;62,5;50;0;0,799815452033626;6,25;13,1528834948713;3,75;0;96,25;2;3;52
0,1;77,5;53,75;3,75;0,917665810476131;5;15,4837742407979;0;0;100;3;3;52
1;100;56,25;6,25;0,647640652034458;17,5;8,13433301129475;0;0;100;4;3;52
0,5;90;46,25;3,75;0,757854704826896;8,75;10,1560239643943;3,75;0;96,25;5;3;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;52
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;52
1;91,25;62,5;12,5;0,895588235294117;7,5;16,348406511821;0;0;100;1;1;53
1;100;46,25;3,75;0,677564039796153;22,5;7,36032154644756;0;0;100;2;1;53
1;97,5;81,25;31,25;0,639341083669554;15;10,3327590940514;0;0;100;3;1;53
1;98,75;55;5;0,812632786123622;15;9,76658051355542;0;0;100;4;1;53
1;98,75;61,25;11,25;0,95584266236672;12,5;12,3993109128617;0;0;100;5;1;53
0;NaN;60;10;0,53218054677731;21,25;7,17172330529655;0;31,25;68,75;1;2;53
0;NaN;46,25;3,75;0,710466978740376;23,75;6,38984369682437;0;43,75;56,25;2;2;53
0;NaN;46,25;3,75;0,585587848778966;15;10,060737349333;0;11,25;88,75;3;2;53
0;NaN;60;10;0,888738641212887;11,25;14,3434466105931;0;0;100;4;2;53
0;NaN;41,25;8,75;0,742152781491357;20;8,06818871845862;0;0;100;5;2;53
0,25;80;38,75;11,25;0,88344280798599;7,5;20,6650713718503;0;0;100;1;3;53
1;96,25;56,25;6,25;0,867438562760618;16,25;9,79903278960238;0;0;100;2;3;53
0;40;33,75;16,25;0,573495783861364;7,5;21,7974040497599;0;0;100;3;3;53
0,1;67,5;41,25;8,75;0,857061140024535;23,75;5,79033755749231;0;0;100;4;3;53
0,5;70;53,75;3,75;0,856032452063464;25;5,79033755749231;0;0;100;5;3;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;53
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;53
1;100;55;5;0,677000926665923;13,75;12,0443188116147;0;0;100;1;1;54
1;100;62,5;12,5;0,540054268870559;16,25;10,3220049776067;0;0;100;2;1;54
1;100;51,25;1,25;0,516531118466934;13,75;10,3457610304895;0;0;100;3;1;54
1;100;35;15;0,544426624747563;18,75;8,71926327644242;0;0;100;4;1;54
1;100;70;20;0,542284652612965;21,25;7,79338276045655;0;0;100;5;1;54
0;NaN;52,5;2,5;0,698684235518945;10;11,5810663885093;0;6,25;93,75;1;2;54
0;NaN;27,5;22,5;0,664967012308563;3,75;19,1694222697421;3,75;56,25;40;2;2;54
0;NaN;16,25;33,75;0,278488469702061;1,25;22,0812332474245;0;0;100;3;2;54
0;NaN;52,5;2,5;0,459964344941072;8,75;14,2254098805523;0;11,25;88,75;4;2;54
0;NaN;82,5;32,5;0,7155465068185;11,25;14,7208221649496;0;0;100;5;2;54
1;100;60;10;0,587261506438438;15;10,1910408867767;0;0;100;1;3;54
0,5;97,5;50;0;0,478691913817666;11,25;12,0782706806242;0;0;100;2;3;54
0;47,5;40;10;0,553408485981857;12,5;10,6156675903924;0;12,5;87,5;3;3;54
0,25;71,25;58,75;8,75;0,768045566039895;30;5,09552044338834;1,25;17,5;81,25;4;3;54
0,1;41,25;58,75;8,75;0,831585251872401;11,25;6,69411509229449;13,75;7,5;78,75;5;3;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;54
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;54
1;100;53,75;3,75;1,05347593582888;12,5;10,4914177483908;0;0;100;1;1;55
1;100;46,25;3,75;0,892141807850524;22,5;3,24734358878763;0;0;100;2;1;55
1;88,75;72,5;22,5;0,85628457303293;11,25;5,91183063599799;0;0;100;3;1;55
1;60;56,25;6,25;0,852481577073363;22,5;3,39428221271467;0;0;100;4;1;55
1;63,75;56,25;6,25;0,835497922421216;15;3,97950328387237;3,75;0;96,25;5;1;55
0;NaN;42,5;7,5;0,770525960857917;8,75;6,39442215631861;3,75;0;96,25;1;2;55
0;NaN;47,5;2,5;0,665774377684898;7,5;5,63793917800414;7,5;0;92,5;2;2;55
0;NaN;61,25;11,25;0,975488826227036;6,25;11,3900644659425;1,25;11,25;87,5;3;2;55
0;NaN;2,5;47,5;1,07450980392157;0;38,9660100150666;1,25;0;98,75;4;2;55
0;NaN;75;25;1,17647058823529;1,25;89,9215615732305;0;0;100;5;2;55
0,5;62,5;70;20;0,910462194505515;6,25;9,12966785114826;1,25;0;98,75;1;3;55
0;37,5;63,75;13,75;0,849102231783312;6,25;8,24395380588761;17,5;0;82,5;2;3;55
