Disambiguation;Pcorrect;rBias;absBias;RT;Frequency;PhaseDur;Unclear;LowConf;HighConf;block_id;session_id;subject_id
0,25;55;43,75;6,25;0,859737672657131;10;9,89274456706513;0;0;100;3;3;55
1;47,5;42,5;7,5;0,946603687317837;13,75;5,62087759492337;1,25;0;98,75;4;3;55
0,1;60;75;25;1,36372549019608;2,5;13,4901062278161;1,25;0;98,75;5;3;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;55
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;55
1;88,75;47,5;2,5;0,814489743001598;8,75;16,2730012570835;0;0;100;1;1;56
1;93,75;32,5;17,5;0,748533444341269;10;13,6768152012659;0;0;100;2;1;56
1;100;51,25;1,25;0,791293578929001;10;13,3021079354778;0;0;100;3;1;56
1;100;56,25;6,25;0,770721415317105;10;11,0538643407491;0;0;100;4;1;56
1;100;63,75;13,75;0,715127592223052;11,25;13,1563884432268;0;0;100;5;1;56
0;NaN;67,5;17,5;0,756283735141733;3,75;13,4896723224115;0;0;100;1;2;56
0;NaN;100;50;NaN;0;120;0;0;100;2;2;56
0;NaN;100;50;NaN;0;120;0;0;100;3;2;56
0;NaN;31,25;18,75;1,49885248026794;1,25;37,4713120066986;0;0;100;4;2;56
0;NaN;0;50;NaN;0;120;0;0;100;5;2;56
0,5;55;75;25;0,61240486492723;5;17,2355045618994;0;0;100;1;3;56
0;51,25;100;50;NaN;0;120;0;0;100;2;3;56
0,25;51,25;71,25;21,25;1,00503709465807;1,25;85,4281530459362;0;0;100;3;3;56
0,1;61,25;0;50;NaN;0;120;0;0;100;4;3;56
1;100;48,75;1,25;0,910998536093575;8,75;12,8463388039002;0;0;100;5;3;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;56
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;56
1;96,25;50;0;1,04470528156623;10;14,4253081600232;0;0;100;1;1;57
1;97,5;43,75;6,25;0,575260369719983;22,5;6,49451103308402;0;0;100;2;1;57
1;98,75;77,5;27,5;0,719000165653645;15;9,24218877785033;0;0;100;3;1;57
1;97,5;53,75;3,75;0,692077737910759;15;7,95481528904374;0;0;100;4;1;57
1;97,5;57,5;7,5;0,684120077424947;15;9,11729433490641;0;0;100;5;1;57
0;NaN;48,75;1,25;0,833973861264544;11,25;7,29345336394069;11,25;0;88,75;1;2;57
0;NaN;27,5;22,5;0,733978135657416;6,25;10,2181009146118;11,25;3,75;85;2;2;57
0;NaN;28,75;21,25;0,736115254802956;6,25;10,4905836056681;20;22,5;57,5;3;2;57
0;NaN;47,5;2,5;0,659485468653961;10;9,10720994338221;13,75;53,75;32,5;4;2;57
0;NaN;35;15;0,743903510600628;3,75;10,940180045911;13,75;36,25;50;5;2;57
0,5;82,5;52,5;2,5;0,853383687469811;16,25;8,45708358445026;0;28,75;71,25;1;3;57
0;31,25;40;10;0,660532874925488;11,25;6,34753555705574;13,75;30;56,25;2;3;57
0,25;76,25;37,5;12,5;0,76340365482778;16,25;5,91995850911518;7,5;5;87,5;3;3;57
1;90;38,75;11,25;0,838657016801005;18,75;6,87649685347706;2,5;0;97,5;4;3;57
0,1;32,5;37,5;12,5;0,795486409182938;12,5;7,30627790681937;23,75;0;76,25;5;3;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;57
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;57
1;98,75;52,5;2,5;0,664590565627049;16,25;8,76174500806273;0;0;100;1;1;58
1;100;28,75;21,25;0,559081162053435;10;13,6758158102821;0;0;100;2;1;58
1;100;51,25;1,25;0,498838513842684;10;13,3011359250689;0;0;100;3;1;58
1;100;56,25;6,25;0,516470508440952;10;11,0530566137897;0;0;100;4;1;58
1;100;63,75;13,75;0,503491401306116;11,25;13,1554270808193;0;0;100;5;1;58
0;NaN;46,25;3,75;0,800278183207152;8,75;12,1556327076043;1,25;0;98,75;1;2;58
0;NaN;37,5;12,5;0,754582719781886;8,75;14,3441223535918;0;0;100;2;2;58
0;NaN;56,25;6,25;0,911917328829947;7,5;15,9854895880824;0;0;100;3;2;58
0;NaN;30;20;0,858044661713248;6,25;19,4823154354754;0;0;100;4;2;58
0;NaN;37,5;12,5;0,912066992569871;5;25,4768740310064;0;0;100;5;2;58
0,5;100;47,5;2,5;0,525035826243984;22,5;6,57764099482902;0;0;100;1;3;58
0;35;66,25;16,25;0,622804987364476;8,75;13,7024275335317;0;0;100;2;3;58
0,25;86,25;38,75;11,25;0,766563501109953;8,75;16,6998335564918;0;0;100;3;3;58
0,1;80;21,25;28,75;1,00354329102045;5;28,4753572181206;0;0;100;4;3;58
1;100;48,75;1,25;0,566736432912616;8,75;12,846025812686;0;0;100;5;3;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;58
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;58
1;100;53,75;3,75;0,728473821729494;12,5;13,0772050717654;0;0;100;1;1;59
1;100;46,25;3,75;0,589423299644126;22,5;7,35946605770349;0;0;100;2;1;59
1;100;78,75;28,75;0,621059013466833;15;10,3315581194684;0;0;100;3;1;59
1;100;56,25;6,25;0,619948988420422;15;9,76544534579886;0;0;100;4;1;59
1;100;60;10;0,670011118013549;12,5;12,397869743362;0;0;100;5;1;59
0;NaN;0;50;NaN;0;120;0;0;100;1;2;59
0;NaN;72,5;22,5;0,266390669987049;1,25;37,3612914656837;0;0;100;2;2;59
0;NaN;100;50;NaN;0;120;0;0;100;3;2;59
0;NaN;100;50;NaN;0;120;0;0;100;4;2;59
0;NaN;21,25;28,75;0,0783647196732682;1,25;28,8700888598465;0;0;100;5;2;59
0,5;100;45;5;0,572747373368075;16,25;10,3202109449909;0;0;100;1;3;59
0;65;27,5;22,5;1,13217504037875;3,75;16,4165380854919;0;0;100;2;3;59
0,25;100;38,75;11,25;0,598244267532851;16,25;10,1895753634088;0;0;100;3;3;59
1;100;36,25;13,75;0,579407226546773;21,25;7,79202821907729;0;0;100;4;3;59
0,1;87,5;80;30;0,871108795773769;6,25;26,1532434327492;0;0;100;5;3;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;59
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;59
1;100;53,75;3,75;0,541240421233334;12,5;11,5388226611471;0;0;100;1;1;60
1;97,5;48,75;1,25;0,478294858913521;22,5;6,4937097227235;0;0;100;2;1;60
1;100;78,75;28,75;0,494129193833183;15;9,11616941843875;0;0;100;3;1;60
1;100;56,25;6,25;0,513718061775034;15;8,61665328592156;0;0;100;4;1;60
1;100;60;10;0,486587479675571;12,5;10,9394033021265;0;0;100;5;1;60
0;NaN;0;50;NaN;0;120;0;0;100;1;2;60
0;NaN;3,75;46,25;0,17492364535999;1,25;115,393423777696;0;0;100;2;2;60
0;NaN;100;50;NaN;0;120;0;0;100;3;2;60
0;NaN;80;30;0,811015659858522;1,25;95,9114171658774;0;0;100;4;2;60
0;NaN;15;35;1,46923126785964;1,25;101,905880738745;0;0;100;5;2;60
0,5;100;45;5;0,48552130122219;16,25;9,1069149097961;0;0;100;1;3;60
0;42,5;100;50;NaN;0;120;0;0;100;2;3;60
0,25;43,75;27,5;22,5;0,587688725874159;5;29,2228218940926;0;0;100;3;3;60
1;100;36,25;13,75;0,532031146541371;21,25;6,87595809272766;0;0;100;4;3;60
0,1;38,75;13,75;36,25;1,24002321159448;1,25;16,4846687607702;0;0;100;5;3;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;60
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;60
1;92,5;57,5;7,5;0,838235294117647;15;8,45541148288528;0;3,75;96,25;1;1;61
1;90;63,75;13,75;0,739468292874268;8,75;11,4255085544051;0;3,75;96,25;2;1;61
1;86,25;51,25;1,25;0,919909502262443;16,25;8,99056410838434;0;0;100;3;1;61
1;80;56,25;6,25;0,830305038244907;12,5;10,7886769300612;0;0;100;4;1;61
1;82,5;66,25;16,25;0,851942082064225;17,5;7,79182222726643;0;1,25;98,75;5;1;61
0;NaN;48,75;1,25;0,673314158618092;16,25;5,8442964364432;6,25;37,5;56,25;1;2;61
0;NaN;38,75;11,25;0,751840129318812;10;5,8442964364432;32,5;30;37,5;2;2;61
0;NaN;60;10;0,790112608305897;8,75;11,5387391181058;2,5;0;97,5;3;2;61
0;NaN;26,25;23,75;0,613080166267044;10;11,3888853633252;0;5;95;4;2;61
0;NaN;47,5;2,5;0,590325882584196;15;7,39902914229188;0;10;90;5;2;61
0,1;42,5;30;20;0,764548825779712;10;6,96430422311987;27,5;10;62,5;1;3;61
0;43,75;57,5;7,5;0,722097005251185;11,25;10,2180528014705;13,75;0;86,25;2;3;61
1;58,75;53,75;3,75;0,944547682635025;11,25;7,79296826992148;11,25;0;88,75;3;3;61
0,25;51,25;42,5;7,5;0,814468976470423;10;7,49323872107834;18,75;0;81,25;4;3;61
0,5;52,5;32,5;17,5;0,823239077591774;5;8,87660586958511;27,5;0;72,5;5;3;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;61
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;61
1;93,75;41,25;8,75;0,691666666666667;15;9,61466135534859;0;0;100;1;1;62
1;92,5;48,75;1,25;0,717112299465241;13,75;10,7611558026806;0;0;100;2;1;62
1;97,5;41,25;8,75;0,845098039215686;13,75;9,61466135534859;0;1,25;98,75;3;1;62
1;76,25;47,5;2,5;0,703529411764706;6,25;18,2803431483511;0;0;100;4;1;62
1;53,75;30;20;0,752941176470588;6,25;22,1761539832456;0;0;100;5;1;62
0;NaN;0;50;NaN;0;120;0;0;100;1;2;62
0;NaN;25;25;1,16417112299465;8,75;5,38067682765953;37,5;28,75;33,75;2;2;62
0;NaN;40;10;0,878280542986425;7,5;8,87523519576947;31,25;68,75;0;3;2;62
0;NaN;61,25;11,25;0,988235294117647;5;9,86457418404248;17,5;62,5;20;4;2;62
0;NaN;31,25;18,75;1,42205882352941;5;28,4699103033125;0;100;0;5;2;62
1;58,75;57,5;7,5;0,792156862745098;11,25;12,6530491994482;0;85;15;1;3;62
0,25;55;57,5;7,5;0,662745098039216;3,75;33,4639853827511;0;75;25;2;3;62
0,5;60;12,5;37,5;1,15294117647059;2,5;51,6943654793244;0;100;0;3;3;62
0,1;42,5;85;35;0,781176470588235;3,75;23,6745210021254;0;100;0;4;3;62
0;51,25;46,25;3,75;1,18790849673203;22,5;6,57625583392372;0;100;0;5;3;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;62
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;62
1;100;53,75;3,75;0,642450570974774;12,5;11,5411866066694;0;0;100;1;1;63
1;100;46,25;3,75;0,570479387767068;22,5;6,49504008167544;0;0;100;2;1;63
1;100;78,75;28,75;0,576520526103468;15;9,11803703773667;0;0;100;3;1;63
1;100;56,25;6,25;0,567703729612506;15;8,61841856991548;0;0;100;4;1;63
1;87,5;62,5;12,5;0,516374253195144;10;13,677055556605;0;0;100;5;1;63
0;NaN;2,5;47,5;0,0746002528053578;1,25;116,861190404099;0;0;100;1;2;63
0;NaN;90;40;0,787300126402679;1,25;11,9857631183691;0;0;100;2;2;63
0;NaN;93,75;43,75;0,287893329803965;1,25;112,366529234711;0;0;100;3;2;63
0;NaN;97,5;47,5;0,963561348731637;1,25;2,99644077959229;0;0;100;4;2;63
0;NaN;11,25;38,75;0,804926248635575;1,25;13,4839835081653;0;0;100;5;2;63
0,5;100;45;5;0,527143013380739;16,25;9,10745797989279;0;0;100;1;3;63
0;67,5;70;20;0,675882337053349;5;25,1031515838184;0;0;100;2;3;63
0,25;97,5;41,25;8,75;0,573297824235766;13,75;10,6271143746965;0;0;100;3;3;63
1;100;36,25;13,75;0,540360149777179;21,25;6,87636812480364;0;0;100;4;3;63
0,1;71,25;93,75;43,75;0,357859308996142;2,5;56,2010856354144;0;0;100;5;3;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;63
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;63
1;88,75;53,75;3,75;0,915686274509804;3,75;27,476417706072;0;0;100;1;1;64
1;100;46,25;3,75;0,647091676885246;12,5;10,0413817434918;0;0;100;2;1;64
1;72,5;72,5;22,5;0,487559352430726;6,25;23,3799336117122;0;0;100;3;1;64
1;96,25;61,25;11,25;0,612217194570136;16,25;7,26299712789874;0;0;100;4;1;64
1;97,5;55;5;0,662532969480394;13,75;10,2185024526714;0;0;100;5;1;64
0;NaN;58,75;8,75;0,863985804032509;1,25;35,2206457868354;0;41,25;58,75;1;2;64
0;NaN;41,25;8,75;0,779325918442694;3,75;28,9758504345596;0;60;40;2;2;64
0;NaN;42,5;7,5;0,731534893016524;7,5;16,9858433581901;0;91,25;8,75;3;2;64
0;NaN;40;10;0,754415328186613;12,5;10,4912561918233;0;85;15;4;2;64
0;NaN;41,25;8,75;0,943380383131939;11,25;11,3238955721268;0;92,5;7,5;5;2;64
0;48,75;67,5;17,5;0,839025548779237;11,25;13,1556296624401;0;96,25;3,75;1;3;64
0,1;42,5;52,5;2,5;1,04095674767583;11,25;11,490360084916;0;100;0;2;3;64
0,5;81,25;61,25;11,25;0,744705882352941;6,25;21,8816422486662;0;100;0;3;3;64
1;53,75;52,5;2,5;0,623666742034797;8,75;14,9874261977166;0;96,25;3,75;4;3;64
0,25;53,75;48,75;1,25;0,645256976635584;17,5;8,1360313644747;0;93,75;6,25;5;3;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;64
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;64
1;100;46,25;3,75;0,636614727945224;18,75;7,49246564427841;0;0;100;1;1;65
1;100;30;20;0,694889460734057;10;13,8610614419151;0;0;100;2;1;65
1;100;56,25;6,25;0,619597526563612;20;6,74321907985057;0;0;100;3;1;65
1;100;46,25;3,75;0,551406295127941;22,5;6,41022060677153;0;1,25;98,75;4;1;65
1;100;51,25;1,25;0,6634504872463;12,5;10,9389998406465;0;0;100;5;1;65
0;NaN;98,75;48,75;1,32224722075171;1,25;118,385201164636;0;0;100;1;2;65
0;NaN;0;50;0,568627450980392;0;17,9825622022232;62,5;0;37,5;2;2;65
0;NaN;0;50;NaN;0;120;100;0;0;3;2;65
0;NaN;0;50;NaN;0;120;0;0;100;4;2;65
0;NaN;83,75;33,75;1,1028521263455;3,75;7,49273425092633;0;0;100;5;2;65
0,5;98,75;68,75;18,75;0,617031687212079;13,75;10,7619942328029;0;0;100;1;3;65
0;57,5;93,75;43,75;0,761005747561564;2,5;23,9760884173837;0;0;100;2;3;65
1;100;57,5;7,5;0,679144385026738;13,75;10,2170831324078;0;0;100;3;3;65
0,1;18,75;16,25;33,75;0,644455317754838;2,5;7,99202947246122;80;0;20;4;3;65
0,25;72,5;50;0;0,645527604499272;10;11,5384925508659;11,25;0;88,75;5;3;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;65
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;65
1;100;68,75;18,75;0,679679144385027;13,75;10,3540246874068;0;0;100;1;1;66
1;98,75;43,75;6,25;0,611937517266716;17,5;8,45643557646285;0;0;100;2;1;66
1;100;56,25;6,25;0,680985485922902;10;13,8621317361005;0;0;100;3;1;66
1;100;75;25;0,622951124123647;11,25;12,3218948765338;0;0;100;4;1;66
1;100;70;20;0,579853876542766;7,5;16,2349290602979;0;0;100;5;1;66
0;NaN;10;40;0,695508925644693;5;19,4840458184126;0;0;100;1;2;66
0;NaN;60;10;0,950865051903114;21,25;6,25958033080224;0;0;100;2;2;66
0;NaN;31,25;18,75;0,748968940601622;33,75;4,385298061694;0;0;100;3;2;66
0;NaN;43,75;6,25;0,779441118232798;36,25;4,08286371261166;0;0;100;4;2;66
0;NaN;41,25;8,75;0,709026953035443;41,25;3,38294421902109;0;0;100;5;2;66
1;98,75;65;15;0,585202123464796;15;9,74201395566538;0;0;100;1;3;66
0,1;72,5;27,5;22,5;1,23613445378151;17,5;7,81502218421508;0;0;100;2;3;66
0,25;87,5;51,25;1,25;0,962283737024221;21,25;6,52406364451799;0;0;100;3;3;66
0;52,5;45;5;0,767936215036924;33,75;4,22867638734926;0;0;100;4;3;66
0,5;98,75;68,75;18,75;0,635225878069839;16,25;8,87733816078384;0;0;100;5;3;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;5;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;5;66
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;5;66
1;93,75;53,75;3,75;0,973039215686274;15;9,61627774506599;0;0;100;1;1;67
1;97,5;40;10;0,787868504890021;16,25;8,99184412525651;0;0;100;2;1;67
1;91,25;43,75;6,25;1,03373729159296;18,75;6,07343857583115;0;51,25;48,75;3;1;67
1;93,75;58,75;8,75;0,72766957432995;28,75;5,08234667949281;0;22,5;77,5;4;1;67
1;93,75;70;20;0,774927369524907;17,5;7,70729496450558;0;0;100;5;1;67
1;NaN;51,25;1,25;0,804312949519039;16,25;8,76199267098312;0;0;100;1;2;67
1;NaN;32,5;17,5;0,626795517934746;22,5;6,16157671746035;0;0;100;2;2;67
1;NaN;47,5;2,5;0,754856276097332;30;4,67613714125099;0;0;100;3;2;67
1;NaN;55;5;0,632526909135897;25;5,3955428552896;0;0;100;4;2;67
1;NaN;56,25;6,25;0,809914541302764;33,75;4,32975661226944;0;0;100;5;2;67
1;97,5;45;5;0,658235573105048;15;9,74129877162159;0;0;100;1;3;67
0,5;92,5;58,75;8,75;0,583333333333333;22,5;6,49419918108106;0;0;100;2;3;67
0,1;62,5;55;5;0,777633567098727;22,5;5,99464539792098;0;0;100;3;3;67
0;58,75;53,75;3,75;0,604090535628645;27,5;5,17719375274993;0;0;100;4;3;67
0,25;80;43,75;6,25;0,832892202120905;18,75;7,69312826066525;0;0;100;5;3;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;4;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;4;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;4;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;4;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;4;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;5;67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;5;67
